ID,GOAL_DIFF_HOME_AWAY
0,-2.0
1,0.0
2,-1.0
3,1.0
4,0.0
5,2.0
6,3.0
7,0.0
8,-3.0
9,2.0
10,0.0
11,1.0
12,-2.0
13,-2.0
14,2.0
15,0.0
16,2.0
17,2.0
18,2.0
19,1.0
20,1.0
21,0.0
22,2.0
23,0.0
24,1.0
25,-1.0
26,-1.0
27,-1.0
28,0.0
29,0.0
30,0.0
31,-3.0
32,3.0
33,3.0
34,-1.0
35,-1.0
36,4.0
37,-3.0
38,1.0
39,1.0
40,1.0
41,0.0
42,0.0
43,1.0
44,1.0
45,0.0
46,3.0
47,2.0
48,-2.0
49,1.0
50,0.0
51,3.0
52,3.0
53,0.0
54,3.0
55,0.0
56,0.0
57,2.0
58,-2.0
59,1.0
60,-2.0
61,0.0
62,0.0
63,0.0
64,-6.0
65,0.0
66,1.0
67,0.0
68,1.0
69,1.0
70,0.0
71,1.0
72,0.0
73,1.0
74,3.0
75,1.0
76,6.0
77,-1.0
78,-3.0
79,4.0
80,2.0
81,-1.0
82,0.0
83,2.0
84,-2.0
85,0.0
86,4.0
87,0.0
88,1.0
89,0.0
90,-5.0
91,-1.0
92,5.0
93,-1.0
94,2.0
95,-1.0
96,2.0
97,0.0
98,1.0
99,2.0
100,-2.0
101,6.0
102,0.0
103,-1.0
104,-2.0
105,2.0
106,2.0
107,-1.0
108,1.0
109,0.0
110,-1.0
111,3.0
112,0.0
113,-2.0
114,1.0
115,2.0
116,2.0
117,3.0
118,0.0
119,4.0
120,-4.0
121,0.0
122,1.0
123,2.0
124,1.0
125,1.0
126,2.0
127,0.0
128,-2.0
129,3.0
130,-1.0
131,1.0
132,-2.0
133,2.0
134,2.0
135,3.0
136,2.0
137,0.0
138,0.0
139,0.0
140,1.0
141,1.0
142,-1.0
143,0.0
144,3.0
145,0.0
146,-1.0
147,1.0
148,-3.0
149,0.0
150,0.0
151,2.0
152,1.0
153,1.0
154,0.0
155,1.0
156,-1.0
157,-1.0
158,1.0
159,2.0
160,-2.0
161,2.0
162,-1.0
163,-2.0
164,0.0
165,2.0
166,-2.0
167,1.0
168,0.0
169,-1.0
170,0.0
171,3.0
172,1.0
173,-3.0
174,2.0
175,1.0
176,0.0
177,1.0
178,4.0
179,-1.0
180,-1.0
181,0.0
182,-2.0
183,5.0
184,-1.0
185,2.0
186,-1.0
187,2.0
188,0.0
189,3.0
190,2.0
191,0.0
192,-1.0
193,-1.0
194,0.0
195,0.0
196,0.0
197,3.0
198,2.0
199,0.0
200,2.0
201,1.0
202,1.0
203,0.0
204,0.0
205,1.0
206,0.0
207,1.0
208,-1.0
209,1.0
210,2.0
211,0.0
212,-1.0
213,4.0
214,-1.0
215,2.0
216,-2.0
217,3.0
218,3.0
219,2.0
220,1.0
221,-2.0
222,-1.0
223,-3.0
224,0.0
225,-2.0
226,0.0
227,4.0
228,2.0
229,0.0
230,-2.0
231,1.0
232,2.0
233,1.0
234,4.0
235,0.0
236,1.0
237,1.0
238,-2.0
239,1.0
240,0.0
241,0.0
242,0.0
243,0.0
244,1.0
245,1.0
246,3.0
247,-2.0
248,0.0
249,1.0
250,1.0
251,-2.0
252,1.0
253,-1.0
254,-1.0
255,0.0
256,2.0
257,-3.0
258,0.0
259,1.0
260,0.0
261,1.0
262,0.0
263,0.0
264,2.0
265,-4.0
266,3.0
267,0.0
268,1.0
269,0.0
270,0.0
271,-1.0
272,1.0
273,-4.0
274,2.0
275,1.0
276,0.0
277,-1.0
278,1.0
279,0.0
280,0.0
281,-3.0
282,5.0
283,0.0
284,0.0
285,1.0
286,0.0
287,2.0
288,3.0
289,-2.0
290,-1.0
291,1.0
292,2.0
293,-2.0
294,1.0
295,-2.0
296,1.0
297,0.0
298,1.0
299,2.0
300,0.0
301,1.0
302,2.0
303,2.0
304,0.0
305,1.0
306,1.0
307,6.0
308,-2.0
309,0.0
310,1.0
311,2.0
312,1.0
313,2.0
314,0.0
315,1.0
316,0.0
317,0.0
318,1.0
319,-1.0
320,4.0
321,1.0
322,-1.0
323,1.0
324,1.0
325,-4.0
326,0.0
327,-1.0
328,0.0
329,1.0
330,4.0
331,-2.0
332,0.0
333,3.0
334,-1.0
335,0.0
336,1.0
337,-1.0
338,-1.0
339,0.0
340,-1.0
341,0.0
342,2.0
343,2.0
344,2.0
345,1.0
346,0.0
347,-1.0
348,0.0
349,-2.0
350,0.0
351,0.0
352,2.0
353,0.0
354,0.0
355,-1.0
356,-2.0
357,1.0
358,-1.0
359,2.0
360,-2.0
361,0.0
362,-3.0
363,-3.0
364,4.0
365,-2.0
366,1.0
367,1.0
368,-1.0
369,-2.0
370,0.0
371,-1.0
372,-1.0
373,1.0
374,-1.0
375,-1.0
376,0.0
377,1.0
378,0.0
379,-1.0
380,-1.0
381,0.0
382,4.0
383,1.0
384,-1.0
385,-1.0
386,-1.0
387,5.0
388,2.0
389,1.0
390,0.0
391,-1.0
392,1.0
393,-1.0
394,-1.0
395,1.0
396,0.0
397,0.0
398,0.0
399,2.0
400,1.0
401,0.0
402,0.0
403,-1.0
404,-1.0
405,2.0
406,-3.0
407,0.0
408,-1.0
409,0.0
410,-2.0
411,-2.0
412,0.0
413,0.0
414,1.0
415,-1.0
416,-1.0
417,0.0
418,-3.0
419,5.0
420,2.0
421,-1.0
422,1.0
423,1.0
424,1.0
425,-1.0
426,0.0
427,-1.0
428,-1.0
429,1.0
430,-1.0
431,1.0
432,1.0
433,1.0
434,-1.0
435,3.0
436,-2.0
437,2.0
438,2.0
439,-1.0
440,1.0
441,1.0
442,2.0
443,0.0
444,0.0
445,0.0
446,3.0
447,1.0
448,-4.0
449,4.0
450,-2.0
451,3.0
452,4.0
453,0.0
454,-2.0
455,2.0
456,0.0
457,2.0
458,0.0
459,1.0
460,-2.0
461,-1.0
462,-1.0
463,0.0
464,1.0
465,-3.0
466,-2.0
467,-3.0
468,2.0
469,0.0
470,5.0
471,1.0
472,0.0
473,1.0
474,1.0
475,3.0
476,1.0
477,0.0
478,-1.0
479,1.0
480,1.0
481,1.0
482,-1.0
483,-2.0
484,-1.0
485,0.0
486,0.0
487,-2.0
488,0.0
489,0.0
490,-1.0
491,3.0
492,0.0
493,0.0
494,0.0
495,1.0
496,1.0
497,2.0
498,2.0
499,0.0
500,-1.0
501,3.0
502,-2.0
503,-2.0
504,1.0
505,0.0
506,0.0
507,1.0
508,3.0
509,0.0
510,2.0
511,-3.0
512,1.0
513,0.0
514,-3.0
515,3.0
516,0.0
517,0.0
518,0.0
519,0.0
520,-1.0
521,0.0
522,0.0
523,0.0
524,1.0
525,1.0
526,0.0
527,-5.0
528,-1.0
529,2.0
530,2.0
531,2.0
532,4.0
533,-1.0
534,0.0
535,0.0
536,-1.0
537,1.0
538,3.0
539,-2.0
540,0.0
541,0.0
542,2.0
543,0.0
544,0.0
545,-1.0
546,-3.0
547,0.0
548,-1.0
549,0.0
550,-1.0
551,1.0
552,-1.0
553,-3.0
554,3.0
555,3.0
556,-1.0
557,1.0
558,2.0
559,-1.0
560,1.0
561,-1.0
562,1.0
563,-1.0
564,2.0
565,2.0
566,0.0
567,-1.0
568,1.0
569,2.0
570,1.0
571,-1.0
572,1.0
573,3.0
574,1.0
575,1.0
576,-1.0
577,0.0
578,-2.0
579,1.0
580,-1.0
581,-1.0
582,0.0
583,1.0
584,1.0
585,5.0
586,4.0
587,0.0
588,1.0
589,-2.0
590,0.0
591,-2.0
592,0.0
593,0.0
594,-2.0
595,-1.0
596,-3.0
597,0.0
598,2.0
599,-1.0
600,0.0
601,1.0
602,0.0
603,-1.0
604,0.0
605,0.0
606,2.0
607,2.0
608,1.0
609,-3.0
610,1.0
611,0.0
612,-1.0
613,1.0
614,1.0
615,1.0
616,-1.0
617,1.0
618,-1.0
619,1.0
620,0.0
621,-3.0
622,-4.0
623,0.0
624,-4.0
625,1.0
626,0.0
627,-1.0
628,0.0
629,1.0
630,1.0
631,3.0
632,0.0
633,1.0
634,0.0
635,0.0
636,-2.0
637,1.0
638,0.0
639,0.0
640,-1.0
641,5.0
642,1.0
643,3.0
644,3.0
645,0.0
646,2.0
647,-1.0
648,0.0
649,3.0
650,1.0
651,0.0
652,0.0
653,-1.0
654,-1.0
655,-1.0
656,-2.0
657,2.0
658,1.0
659,1.0
660,4.0
661,0.0
662,-1.0
663,-1.0
664,1.0
665,-1.0
666,-2.0
667,2.0
668,1.0
669,2.0
670,1.0
671,0.0
672,0.0
673,0.0
674,1.0
675,0.0
676,1.0
677,-1.0
678,0.0
679,1.0
680,-1.0
681,0.0
682,4.0
683,0.0
684,2.0
685,-3.0
686,0.0
687,-1.0
688,-1.0
689,-1.0
690,4.0
691,2.0
692,0.0
693,3.0
694,2.0
695,0.0
696,-1.0
697,-3.0
698,2.0
699,0.0
700,-1.0
701,0.0
702,2.0
703,1.0
704,-2.0
705,2.0
706,2.0
707,1.0
708,3.0
709,2.0
710,0.0
711,-2.0
712,1.0
713,-2.0
714,-1.0
715,1.0
716,0.0
717,2.0
718,-2.0
719,1.0
720,0.0
721,-1.0
722,2.0
723,1.0
724,-2.0
725,-1.0
726,2.0
727,-1.0
728,1.0
729,1.0
730,0.0
731,1.0
732,2.0
733,0.0
734,2.0
735,2.0
736,-1.0
737,0.0
738,-1.0
739,2.0
740,1.0
741,-1.0
742,1.0
743,0.0
744,3.0
745,-2.0
746,2.0
747,0.0
748,0.0
749,1.0
750,1.0
751,0.0
752,-1.0
753,0.0
754,2.0
755,-1.0
756,0.0
757,-4.0
758,0.0
759,4.0
760,0.0
761,0.0
762,-2.0
763,-3.0
764,-3.0
765,0.0
766,0.0
767,0.0
768,0.0
769,3.0
770,0.0
771,-2.0
772,0.0
773,0.0
774,0.0
775,-3.0
776,1.0
777,1.0
778,-1.0
779,1.0
780,1.0
781,0.0
782,-2.0
783,2.0
784,2.0
785,0.0
786,0.0
787,0.0
788,2.0
789,-1.0
790,1.0
791,0.0
792,2.0
793,-1.0
794,-2.0
795,-2.0
796,-3.0
797,1.0
798,0.0
799,-1.0
800,0.0
801,0.0
802,0.0
803,-1.0
804,2.0
805,-2.0
806,2.0
807,-1.0
808,1.0
809,0.0
810,0.0
811,1.0
812,0.0
813,3.0
814,1.0
815,1.0
816,0.0
817,-3.0
818,2.0
819,2.0
820,1.0
821,4.0
822,-1.0
823,1.0
824,1.0
825,-1.0
826,2.0
827,0.0
828,0.0
829,1.0
830,1.0
831,-1.0
832,3.0
833,4.0
834,1.0
835,1.0
836,2.0
837,0.0
838,1.0
839,1.0
840,1.0
841,1.0
842,1.0
843,0.0
844,0.0
845,3.0
846,1.0
847,4.0
848,1.0
849,1.0
850,1.0
851,2.0
852,-1.0
853,-2.0
854,1.0
855,1.0
856,0.0
857,2.0
858,-3.0
859,3.0
860,1.0
861,-2.0
862,1.0
863,-2.0
864,0.0
865,1.0
866,2.0
867,3.0
868,0.0
869,1.0
870,-2.0
871,2.0
872,-2.0
873,0.0
874,-2.0
875,1.0
876,1.0
877,-7.0
878,1.0
879,3.0
880,0.0
881,4.0
882,0.0
883,0.0
884,3.0
885,-2.0
886,0.0
887,0.0
888,1.0
889,1.0
890,1.0
891,1.0
892,-3.0
893,1.0
894,-4.0
895,-1.0
896,0.0
897,1.0
898,-1.0
899,0.0
900,0.0
901,1.0
902,0.0
903,-1.0
904,-1.0
905,-1.0
906,-5.0
907,1.0
908,0.0
909,3.0
910,3.0
911,1.0
912,1.0
913,-1.0
914,2.0
915,1.0
916,3.0
917,0.0
918,-2.0
919,-2.0
920,0.0
921,2.0
922,0.0
923,0.0
924,0.0
925,-1.0
926,1.0
927,3.0
928,4.0
929,2.0
930,-1.0
931,-1.0
932,5.0
933,2.0
934,-4.0
935,-1.0
936,1.0
937,-1.0
938,-3.0
939,0.0
940,1.0
941,1.0
942,1.0
943,-1.0
944,-4.0
945,-1.0
946,-1.0
947,-3.0
948,-4.0
949,2.0
950,3.0
951,1.0
952,3.0
953,-3.0
954,0.0
955,-1.0
956,0.0
957,0.0
958,0.0
959,1.0
960,2.0
961,0.0
962,0.0
963,0.0
964,2.0
965,2.0
966,0.0
967,1.0
968,3.0
969,1.0
970,2.0
971,1.0
972,1.0
973,2.0
974,1.0
975,0.0
976,1.0
977,1.0
978,0.0
979,1.0
980,2.0
981,-3.0
982,0.0
983,-3.0
984,1.0
985,1.0
986,0.0
987,1.0
988,1.0
989,3.0
990,1.0
991,1.0
992,0.0
993,1.0
994,-2.0
995,2.0
996,0.0
997,3.0
998,2.0
999,1.0
1000,0.0
1001,2.0
1002,3.0
1003,0.0
1004,1.0
1005,0.0
1006,-1.0
1007,0.0
1008,2.0
1009,1.0
1010,3.0
1011,0.0
1012,1.0
1013,1.0
1014,-2.0
1015,0.0
1016,1.0
1017,-1.0
1018,1.0
1019,4.0
1020,-1.0
1021,2.0
1022,-1.0
1023,-4.0
1024,2.0
1025,0.0
1026,0.0
1027,0.0
1028,1.0
1029,1.0
1030,2.0
1031,3.0
1032,0.0
1033,2.0
1034,2.0
1035,0.0
1036,1.0
1037,0.0
1038,-1.0
1039,0.0
1040,4.0
1041,1.0
1042,-2.0
1043,1.0
1044,4.0
1045,-1.0
1046,-1.0
1047,0.0
1048,-4.0
1049,2.0
1050,-3.0
1051,-1.0
1052,0.0
1053,-1.0
1054,0.0
1055,1.0
1056,0.0
1057,0.0
1058,-2.0
1059,1.0
1060,-3.0
1061,-2.0
1062,0.0
1063,-3.0
1064,-3.0
1065,0.0
1066,-1.0
1067,2.0
1068,2.0
1069,-1.0
1070,-1.0
1071,3.0
1072,0.0
1073,0.0
1074,-1.0
1075,0.0
1076,-1.0
1077,-1.0
1078,-3.0
1079,1.0
1080,-2.0
1081,0.0
1082,0.0
1083,1.0
1084,-3.0
1085,-1.0
1086,1.0
1087,-1.0
1088,0.0
1089,0.0
1090,0.0
1091,2.0
1092,0.0
1093,1.0
1094,0.0
1095,0.0
1096,0.0
1097,1.0
1098,-1.0
1099,1.0
1100,1.0
1101,1.0
1102,0.0
1103,5.0
1104,3.0
1105,3.0
1106,2.0
1107,0.0
1108,2.0
1109,2.0
1110,2.0
1111,2.0
1112,-2.0
1113,2.0
1114,-1.0
1115,2.0
1116,0.0
1117,-2.0
1118,-1.0
1119,0.0
1120,-2.0
1121,1.0
1122,2.0
1123,0.0
1124,3.0
1125,0.0
1126,1.0
1127,1.0
1128,1.0
1129,-1.0
1130,0.0
1131,0.0
1132,4.0
1133,-2.0
1134,1.0
1135,1.0
1136,4.0
1137,-1.0
1138,1.0
1139,-2.0
1140,1.0
1141,1.0
1142,-2.0
1143,-1.0
1144,1.0
1145,-2.0
1146,1.0
1147,-2.0
1148,1.0
1149,-3.0
1150,3.0
1151,3.0
1152,-1.0
1153,-2.0
1154,-1.0
1155,1.0
1156,-2.0
1157,-2.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,2.0
1163,2.0
1164,-1.0
1165,0.0
1166,1.0
1167,-1.0
1168,0.0
1169,4.0
1170,1.0
1171,-1.0
1172,-2.0
1173,2.0
1174,-1.0
1175,1.0
1176,0.0
1177,-1.0
1178,1.0
1179,0.0
1180,1.0
1181,-1.0
1182,-1.0
1183,-1.0
1184,3.0
1185,-1.0
1186,0.0
1187,-3.0
1188,-3.0
1189,1.0
1190,5.0
1191,0.0
1192,0.0
1193,-1.0
1194,1.0
1195,-1.0
1196,2.0
1197,-3.0
1198,1.0
1199,-1.0
1200,1.0
1201,4.0
1202,0.0
1203,-1.0
1204,2.0
1205,3.0
